Chromosome	Start	End
chr11	51310000	51510000
chr11	51530000	52550000
chr11	52570000	53070000
chr11	53090000	54050000
chr11	54070000	55650000
chr11	55670000	56750000
chr11	56770000	57770000
chr11	57790000	58310000
chr11	58330000	59310000
chr11	59330000	59730000
chr11	59750000	60170000
chr11	60190000	60430000
chr11	60450000	60930000
chr11	60950000	61550000
chr11	61570000	62010000
chr11	62030000	62410000
chr11	62430000	62910000
chr11	62930000	63290000
chr11	63310000	63930000
chr11	63950000	64790000
chr11	64810000	64950000
chr11	64970000	65650000
chr11	65670000	66510000
chr11	66530000	66850000
chr11	66870000	67090000
chr11	67110000	67290000
chr11	67310000	67730000
chr11	67750000	68210000
chr11	68230000	68590000
chr11	68610000	69170000
chr11	69190000	69730000
chr11	69750000	70890000
chr11	70910000	71190000
chr11	71210000	72030000
chr11	72050000	72770000
chr11	72790000	72990000
chr11	73010000	73650000
chr11	73670000	74050000
chr11	74070000	74410000
chr11	74430000	74750000
chr11	74770000	75230000
chr11	75250000	75570000
chr11	75590000	76710000
chr11	76730000	77130000
chr11	77150000	77770000
chr11	77790000	78210000
chr11	78230000	78490000
chr11	78510000	78910000
chr11	78930000	79390000
chr11	79410000	80330000
chr11	80350000	80950000
chr11	80970000	81670000
chr11	81690000	81890000
chr11	81910000	82690000
chr11	82710000	83170000
chr11	83190000	83730000
chr11	83750000	84930000
chr11	84950000	86090000
chr11	86110000	86370000
chr11	86390000	86630000
chr11	86650000	86930000
chr11	86950000	87190000
chr11	87210000	87490000
chr11	87510000	87990000
chr11	88010000	88230000
chr11	88250000	88510000
chr11	88530000	89870000
chr11	89890000	90050000
chr11	90070000	90490000
chr11	90510000	90930000
chr11	90950000	91230000
chr11	91250000	91570000
chr11	91590000	92150000
chr11	92170000	92450000
chr11	92470000	92970000
chr11	92990000	93310000
chr11	93330000	93990000
chr11	94010000	94530000
chr11	94550000	95170000
chr11	95190000	95530000
chr11	95550000	95750000
chr11	95770000	96230000
chr11	96250000	97010000
chr11	97030000	97370000
chr11	97390000	97590000
chr11	97610000	98170000
chr11	98190000	98730000
chr11	98750000	99190000
chr11	99210000	99290000
chr11	99310000	99510000
chr11	99530000	100010000
chr11	100030000	100210000
chr11	100230000	100550000
chr11	100570000	100750000
chr11	100770000	100970000
chr11	100990000	101230000
chr11	101250000	101670000
chr11	101690000	101830000
chr11	101850000	102430000
chr11	102450000	102990000
chr11	103010000	103270000
chr11	103290000	103750000
chr11	103770000	104130000
chr11	104150000	104570000
chr11	104590000	104850000
chr11	104870000	105090000
chr11	105110000	105430000
chr11	105450000	105910000
chr11	105930000	106250000
chr11	106270000	106570000
chr12	1590000	1730000
chr12	1750000	2390000
chr12	2410000	2750000
chr12	2770000	4310000
chr12	4330000	5270000
chr12	5290000	6430000
chr12	6450000	7450000
chr12	7470000	8590000
chr12	8610000	9390000
chr12	9410000	9810000
chr12	9830000	10430000
chr12	10450000	11110000
chr12	11130000	11470000
chr12	11490000	11770000
chr12	11790000	12410000
chr12	12430000	12690000
chr12	12710000	14090000
chr12	14110000	14710000
chr12	14730000	15170000
chr12	15190000	15470000
chr12	15490000	15610000
chr12	15630000	16370000
chr12	16390000	16730000
chr12	16750000	17870000
chr12	17890000	18470000
chr12	18490000	18890000
chr12	18910000	19170000
chr12	19190000	19410000
chr12	19430000	20010000
chr12	20030000	20770000
chr12	20790000	21250000
chr12	21270000	21570000
chr12	21590000	21830000
chr12	21850000	22730000
chr12	22750000	23270000
chr12	23290000	24170000
chr12	24190000	24630000
chr12	24650000	25210000
chr12	25230000	25510000
chr12	25530000	25610000
chr12	25630000	26210000
chr12	26230000	26830000
chr12	26850000	27190000
chr12	27210000	27430000
chr12	27450000	27990000
chr12	28010000	28510000
chr12	28530000	29130000
chr12	29150000	29750000
chr12	29770000	30590000
chr12	30610000	31030000
chr12	31050000	31390000
chr12	31410000	32050000
chr12	32070000	32530000
chr12	32550000	32970000
chr12	32990000	33190000
chr12	33210000	33870000
chr12	33890000	34290000
chr12	34310000	34710000
chr12	34730000	35470000
chr12	35490000	36170000
chr12	36190000	36470000
chr12	36490000	37010000
chr12	37030000	37590000
chr12	37610000	38530000
chr12	38550000	39330000
chr12	39350000	39810000
chr12	39830000	40370000
chr12	40390000	40630000
chr12	40650000	41150000
chr12	41170000	42070000
chr12	42090000	42770000
chr12	42790000	43530000
chr12	43550000	43770000
chr12	43790000	44490000
chr12	44510000	45090000
chr12	45110000	45790000
chr12	45810000	46170000
chr12	46190000	46550000
chr12	46570000	47490000
chr12	47510000	48550000
chr12	48570000	49070000
chr12	49090000	50310000
chr12	50330000	50590000
chr12	50610000	50890000
chr12	50910000	51550000
chr12	51570000	52030000
chr12	52050000	52710000
chr12	52730000	53290000
chr12	53310000	54430000
chr12	54450000	54670000
chr12	54690000	55350000
chr12	55370000	55910000
chr12	55930000	56890000
chr12	56910000	57810000
chr12	57830000	58490000
chr12	58510000	59090000
chr12	59110000	59710000
chr12	59730000	60750000
chr12	60770000	61010000
chr12	61030000	61550000
chr12	61570000	62390000
chr12	62410000	63530000
chr12	63550000	64190000
chr12	64210000	65370000
chr12	65390000	65670000
chr12	65690000	66190000
chr12	66210000	66590000
chr12	66610000	67010000
chr12	67030000	67330000
chr12	67350000	67650000
chr12	67670000	68590000
chr12	68610000	68950000
chr12	68970000	69770000
chr12	69790000	70250000
chr12	70270000	71150000
chr12	71170000	71470000
chr12	71490000	71850000
chr12	71870000	72190000
chr12	72210000	72490000
chr12	72510000	72870000
chr12	72890000	73290000
chr12	73310000	74190000
chr12	74210000	74610000
chr12	74630000	75030000
chr12	75050000	75450000
chr12	75470000	75730000
chr12	75750000	76030000
chr12	76050000	76350000
chr12	76370000	77190000
chr12	77210000	77630000
chr12	77650000	77930000
chr12	77950000	78310000
chr12	78330000	78830000
chr12	78850000	79090000
chr12	79110000	80250000
chr12	80270000	81050000
chr12	81070000	82290000
chr12	82310000	82790000
chr12	82810000	83590000
chr12	83610000	84030000
chr12	84050000	84870000
chr12	84890000	85310000
chr12	85330000	85550000
chr12	85570000	86190000
chr12	86210000	86390000
chr12	86410000	86810000
chr13	1670000	2370000
chr13	2390000	2650000
chr13	2670000	3110000
chr13	3130000	3710000
chr13	3730000	4770000
chr13	4790000	5090000
chr13	5110000	5610000
chr13	5630000	6510000
chr13	6530000	7390000
chr13	7410000	7650000
chr13	7670000	9150000
chr13	9170000	9750000
chr13	9770000	10310000
chr13	10330000	10790000
chr13	10810000	11310000
chr13	11330000	11750000
chr13	11770000	12210000
chr13	12230000	12490000
chr13	12510000	12810000
chr13	12830000	14050000
chr13	14070000	14770000
chr13	14790000	16070000
chr13	16090000	16330000
chr13	16350000	16870000
chr13	16890000	17130000
chr13	17150000	17630000
chr13	17650000	17930000
chr13	17950000	18210000
chr13	18230000	18610000
chr13	18630000	19870000
chr13	19890000	20290000
chr13	20310000	20870000
chr13	20890000	21290000
chr13	21310000	22150000
chr13	22170000	22550000
chr13	22570000	22690000
chr13	22710000	23110000
chr13	23130000	23590000
chr13	23610000	24130000
chr13	24150000	24770000
chr13	24790000	25010000
chr13	25030000	25450000
chr13	25470000	25890000
chr13	25910000	26330000
chr13	26350000	26750000
chr13	26770000	27850000
chr13	27870000	28270000
chr13	28290000	28970000
chr13	28990000	29190000
chr13	29210000	29530000
chr13	29550000	29930000
chr13	29950000	30370000
chr13	30390000	31250000
chr13	31270000	31690000
chr13	31710000	32010000
chr13	32030000	32310000
chr13	32330000	32770000
chr13	32790000	33130000
chr13	33150000	33490000
chr13	33510000	33930000
chr13	33950000	34550000
chr13	34570000	34950000
chr13	34970000	35250000
chr13	35270000	35430000
chr13	35450000	36070000
chr13	36090000	37030000
chr13	37050000	37730000
chr13	37750000	38570000
chr13	38590000	39290000
chr13	39310000	39610000
chr13	39630000	40190000
chr13	40210000	40830000
chr13	40850000	41270000
chr13	41290000	41590000
chr13	41610000	42070000
chr13	42090000	42750000
chr13	42770000	43210000
chr13	43230000	43890000
chr13	43910000	44590000
chr13	44610000	45150000
chr13	45170000	46250000
chr13	46270000	46890000
chr13	46910000	47650000
chr13	47670000	48310000
chr13	48330000	49170000
chr13	49190000	49590000
chr13	49610000	50690000
chr13	50710000	51490000
chr13	51510000	51770000
chr13	51790000	52030000
chr13	52050000	52490000
chr13	52510000	52910000
chr13	52930000	53630000
chr13	53650000	54130000
chr13	54150000	54310000
chr13	54330000	54850000
chr13	54870000	55190000
chr13	55210000	56750000
chr13	56770000	56910000
chr13	56930000	57310000
chr13	57330000	57510000
chr13	57530000	58110000
chr13	58130000	58670000
chr13	58690000	59050000
chr13	59070000	59430000
chr13	59450000	59690000
chr13	59710000	59890000
chr13	59910000	60290000
chr13	60310000	60670000
chr13	60690000	61190000
chr13	61210000	61270000
chr13	61290000	61610000
chr13	61630000	61910000
chr13	61930000	62150000
chr13	62170000	62690000
chr13	62710000	63150000
chr13	63170000	63470000
chr13	63490000	64130000
chr13	64150000	64530000
chr13	64550000	64690000
chr13	64710000	65070000
chr13	65090000	65330000
chr13	65350000	65650000
chr13	65670000	66050000
chr13	66070000	66470000
chr13	66490000	66890000
chr13	66910000	67310000
chr13	67330000	67810000
chr13	67830000	68410000
chr13	68430000	68490000
chr13	68510000	68990000
chr13	69010000	69610000
chr13	69630000	70010000
chr13	70030000	70310000
chr13	70330000	70910000
chr13	70930000	72030000
chr13	72050000	72570000
chr13	72590000	72670000
chr13	72690000	73370000
chr13	73390000	73630000
chr13	73650000	73790000
chr13	73810000	74090000
chr13	74110000	74210000
chr13	74230000	74590000
chr13	74610000	75210000
chr13	75230000	75350000
chr13	75370000	75750000
chr13	75770000	76150000
chr13	76170000	76830000
chr13	76850000	77350000
chr13	77370000	77590000
chr13	77610000	77990000
chr13	78010000	78110000
chr13	78130000	78590000
chr13	78610000	78850000
chr13	78870000	79170000
chr13	79190000	79450000
chr13	79470000	79870000
chr13	79890000	81110000
chr13	81130000	81510000
chr13	81530000	82030000
chr13	82050000	82610000
chr14	1130000	1330000
chr14	1350000	1690000
chr14	1710000	2550000
chr14	2570000	3030000
chr14	3050000	3210000
chr14	3230000	3630000
chr14	3650000	4230000
chr14	4250000	4690000
chr14	4710000	5050000
chr14	5070000	5610000
chr14	5630000	6530000
chr14	6550000	6950000
chr14	6970000	7110000
chr14	7130000	7930000
chr14	7950000	8550000
chr14	8570000	9090000
chr14	9110000	9990000
chr14	10010000	10550000
chr14	10570000	10810000
chr14	10830000	11590000
chr14	11610000	12650000
chr14	12670000	13450000
chr14	13470000	13830000
chr14	13850000	14550000
chr14	14570000	15110000
chr14	15130000	15590000
chr14	15610000	16090000
chr14	16110000	16530000
chr14	16550000	17070000
chr14	17090000	17510000
chr14	17530000	18090000
chr14	18110000	18570000
chr14	18590000	18910000
chr14	18930000	19450000
chr14	19470000	19970000
chr14	19990000	20510000
chr14	20530000	21090000
chr14	21110000	21430000
chr14	21450000	22030000
chr14	22050000	22270000
chr14	22290000	23050000
chr14	23070000	23350000
chr14	23370000	23850000
chr14	23870000	24810000
chr14	24830000	25950000
chr14	25970000	26110000
chr14	26130000	26710000
chr14	26730000	27210000
chr14	27230000	28150000
chr14	28170000	29190000
chr14	29210000	29990000
chr14	30010000	30670000
chr14	30690000	30910000
chr14	30930000	31190000
chr14	31210000	31630000
chr14	31650000	31810000
chr14	31830000	32510000
chr14	32530000	32990000
chr14	33010000	33450000
chr14	33470000	33690000
chr14	33710000	33830000
chr14	33850000	34370000
chr14	34390000	35390000
chr14	35410000	35690000
chr14	35710000	36350000
chr14	36370000	37010000
chr14	37030000	37310000
chr14	37330000	37630000
chr14	37650000	37790000
chr14	37810000	38250000
chr14	38270000	38650000
chr14	38670000	38870000
chr14	38890000	39510000
chr14	39530000	39830000
chr14	39850000	40570000
chr14	40590000	41650000
chr14	41670000	41830000
chr14	41850000	42850000
chr14	42870000	43230000
chr14	43250000	43770000
chr14	43790000	44190000
chr14	44210000	44450000
chr14	44470000	44810000
chr14	44830000	44990000
chr14	45010000	45550000
chr14	45570000	46150000
chr14	46170000	46950000
chr14	46970000	47510000
chr14	47530000	48630000
chr14	48650000	49210000
chr14	49230000	49610000
chr14	49630000	50190000
chr14	50210000	50770000
chr14	50790000	51130000
chr14	51150000	53110000
chr14	53130000	54650000
chr14	54670000	55070000
chr14	55090000	55630000
chr14	55650000	56370000
chr14	56390000	56670000
chr14	56690000	57730000
chr14	57750000	58770000
chr14	58790000	59370000
chr14	59390000	59830000
chr14	59850000	60150000
chr14	60170000	60790000
chr14	60810000	61570000
chr14	61590000	61790000
chr14	61810000	62150000
chr14	62170000	62730000
chr14	62750000	63050000
chr14	63070000	63470000
chr14	63490000	63790000
chr14	63810000	64230000
chr14	64250000	64930000
chr14	64950000	65330000
chr14	65350000	65690000
chr14	65710000	66110000
chr14	66130000	66610000
chr14	66630000	67390000
chr14	67410000	67970000
chr14	67990000	68350000
chr14	68370000	68450000
chr14	68470000	69030000
chr14	69050000	69570000
chr14	69590000	69710000
chr14	69730000	70310000
chr14	70330000	70570000
chr14	70590000	71190000
chr14	71210000	71470000
chr14	71490000	71810000
chr14	71830000	72330000
chr14	72350000	73310000
chr14	73330000	73930000
chr14	73950000	74370000
chr14	74390000	75570000
chr14	75590000	76190000
chr14	76210000	76610000
chr14	76630000	77050000
chr14	77070000	77310000
chr14	77330000	78010000
chr14	78030000	80290000
chr14	80310000	80850000
chr14	80870000	81250000
chr14	81270000	81470000
chr14	81490000	81810000
chr15	1150000	1430000
chr15	1450000	1950000
chr15	1970000	2490000
chr15	2510000	3750000
chr15	3770000	4230000
chr15	4250000	5370000
chr15	5390000	5930000
chr15	5950000	6430000
chr15	6450000	6930000
chr15	6950000	7450000
chr15	7470000	8010000
chr15	8030000	8510000
chr15	8530000	9030000
chr15	9050000	10450000
chr15	10470000	12330000
chr15	12350000	13390000
chr15	13410000	13790000
chr15	13810000	14490000
chr15	14510000	15410000
chr15	15430000	15930000
chr15	15950000	16890000
chr15	16910000	17490000
chr15	17510000	17970000
chr15	17990000	18350000
chr15	18370000	19990000
chr15	20010000	20450000
chr15	20470000	21530000
chr15	21550000	21830000
chr15	21850000	22210000
chr15	22230000	22370000
chr15	22390000	23010000
chr15	23030000	23850000
chr15	23870000	24410000
chr15	24430000	24830000
chr15	24850000	25230000
chr15	25250000	25850000
chr15	25870000	26530000
chr15	26550000	26990000
chr15	27010000	27370000
chr15	27390000	27870000
chr15	27890000	28450000
chr15	28470000	28810000
chr15	28830000	29230000
chr15	29250000	29590000
chr15	29610000	30010000
chr15	30030000	30710000
chr15	30730000	31090000
chr15	31110000	31830000
chr15	31850000	32190000
chr15	32210000	32870000
chr15	32890000	33190000
chr15	33210000	33650000
chr15	33670000	33990000
chr15	34010000	34430000
chr15	34450000	34950000
chr15	34970000	35130000
chr15	35150000	35410000
chr15	35430000	35710000
chr15	35730000	36970000
chr15	36990000	37310000
chr15	37330000	37570000
chr15	37590000	38210000
chr15	38230000	38470000
chr15	38490000	38950000
chr15	38970000	39750000
chr15	39770000	40430000
chr15	40450000	40790000
chr15	40810000	41630000
chr15	41650000	41890000
chr15	41910000	42270000
chr15	42290000	42910000
chr15	42930000	43450000
chr15	43470000	43570000
chr15	43590000	43950000
chr15	43970000	44530000
chr15	44550000	44970000
chr15	44990000	45870000
chr15	45890000	46210000
chr15	46230000	46650000
chr15	46670000	47090000
chr15	47110000	47470000
chr15	47490000	48010000
chr15	48030000	48170000
chr15	48190000	48930000
chr15	48950000	49250000
chr15	49270000	49630000
chr15	49650000	50410000
chr15	50430000	50950000
chr15	50970000	51270000
chr15	51290000	52050000
chr15	52070000	52210000
chr15	52230000	52790000
chr15	52810000	53090000
chr15	53110000	53390000
chr15	53410000	53590000
chr15	53610000	54150000
chr15	54170000	54470000
chr15	54490000	54590000
chr15	54610000	54870000
chr15	54890000	55170000
chr15	55190000	55590000
chr15	55610000	55750000
chr15	55770000	56110000
chr15	56130000	56510000
chr15	56530000	56990000
chr15	57010000	57390000
chr15	57410000	57870000
chr15	57890000	58210000
chr15	58230000	58410000
chr15	58430000	58810000
chr15	58830000	59390000
chr15	59410000	60110000
chr15	60130000	61030000
chr15	61050000	61830000
chr15	61850000	63010000
chr15	63030000	63550000
chr15	63570000	63770000
chr15	63790000	64410000
chr15	64430000	64650000
chr15	64670000	65030000
chr15	65050000	65390000
chr15	65410000	65930000
chr15	65950000	66970000
chr15	66990000	69170000
chr15	69190000	69970000
chr15	69990000	70570000
chr15	70590000	71550000
chr15	71570000	72690000
chr15	72710000	73530000
chr15	73550000	73950000
chr15	73970000	74210000
chr15	74230000	74630000
chr15	74650000	74990000
chr15	75010000	75370000
chr15	75390000	75850000
chr15	75870000	76350000
chr15	76370000	76630000
chr15	76650000	77130000
chr15	77150000	77590000
chr15	77610000	77850000
chr15	77870000	78510000
chr15	78530000	79630000
chr15	79650000	79990000
chr15	80010000	80490000
chr15	80510000	80910000
chr15	80930000	81370000
chr15	81390000	81870000
chr15	81890000	82390000
chr15	82410000	82750000
chr15	82770000	83010000
chr15	83030000	83950000
chr16	630000	710000
chr16	730000	1010000
chr16	1030000	1610000
chr16	1630000	1910000
chr16	1930000	2270000
chr16	2290000	2730000
chr16	2750000	3110000
chr16	3130000	3450000
chr16	3470000	3950000
chr16	3970000	4370000
chr16	4390000	4910000
chr16	4930000	5350000
chr16	5370000	5990000
chr16	6010000	6290000
chr16	6310000	7010000
chr16	7030000	8590000
chr16	8610000	9390000
chr16	9410000	9850000
chr16	9870000	11310000
chr16	11330000	12110000
chr16	12130000	12890000
chr16	12910000	14330000
chr16	14350000	15350000
chr16	15370000	16370000
chr16	16390000	16910000
chr16	16930000	18010000
chr16	18030000	18770000
chr16	18790000	20130000
chr16	20150000	20890000
chr16	20910000	21210000
chr16	21230000	21730000
chr16	21750000	22670000
chr16	22690000	23350000
chr16	23370000	24270000
chr16	24290000	24930000
chr16	24950000	25610000
chr16	25630000	26130000
chr16	26150000	26590000
chr16	26610000	27030000
chr16	27050000	27630000
chr16	27650000	28110000
chr16	28130000	28450000
chr16	28470000	29070000
chr16	29090000	29390000
chr16	29410000	29850000
chr16	29870000	30410000
chr16	30430000	30850000
chr16	30870000	31310000
chr16	31330000	32190000
chr16	32210000	32430000
chr16	32450000	32850000
chr16	32870000	33790000
chr16	33810000	34010000
chr16	34030000	34510000
chr16	34530000	35010000
chr16	35030000	35270000
chr16	35290000	35870000
chr16	35890000	36190000
chr16	36210000	37050000
chr16	37070000	37210000
chr16	37230000	37470000
chr16	37490000	38490000
chr16	38510000	38890000
chr16	38910000	39170000
chr16	39190000	39450000
chr16	39470000	39910000
chr16	39930000	40090000
chr16	40110000	40210000
chr16	40230000	41050000
chr16	41070000	41430000
chr16	41450000	41610000
chr16	41630000	41750000
chr16	41770000	42370000
chr16	42390000	42610000
chr16	42630000	43130000
chr16	43150000	43630000
chr16	43650000	43910000
chr16	43930000	44350000
chr16	44370000	44970000
chr16	44990000	45430000
chr16	45450000	45710000
chr16	45730000	46710000
chr16	46730000	47310000
chr16	47330000	47830000
chr16	47850000	48650000
chr16	48670000	49230000
chr16	49250000	49590000
chr16	49610000	50250000
chr16	50270000	50830000
chr16	50850000	51110000
chr16	51130000	51510000
chr16	51530000	51810000
chr16	51830000	51990000
chr16	52010000	52390000
chr16	52410000	52710000
chr16	52730000	53630000
chr16	53650000	54130000
chr16	54150000	54810000
chr16	54830000	55170000
chr16	55190000	55550000
chr16	55570000	56010000
chr16	56030000	56230000
chr16	56250000	56550000
chr16	56570000	57170000
chr16	57190000	57510000
chr16	57530000	58090000
chr16	58110000	58490000
chr16	58510000	59330000
chr16	59350000	59910000
chr16	59930000	60410000
chr16	60430000	60730000
chr16	60750000	61030000
chr16	61050000	61390000
chr16	61410000	61670000
chr16	61690000	62010000
chr16	62030000	62290000
chr16	62310000	62570000
chr16	62590000	63130000
chr16	63150000	63610000
chr16	63630000	63890000
chr16	63910000	64310000
chr16	64330000	64670000
chr16	64690000	64990000
chr16	65010000	65770000
chr16	65790000	66150000
chr16	66170000	66650000
chr16	66670000	67450000
chr16	67470000	68090000
chr16	68110000	68910000
chr16	68930000	69370000
chr16	69390000	70370000
chr16	70390000	71110000
chr16	71130000	71490000
chr16	71510000	71770000
chr16	71790000	72110000
chr16	72130000	72930000
chr16	72950000	73470000
chr16	73490000	73750000
chr16	73770000	74130000
chr16	74150000	74690000
chr16	74710000	75070000
chr16	75090000	75490000
chr16	75510000	76010000
chr16	76030000	76870000
chr16	76890000	77370000
chr16	77390000	77610000
chr16	77630000	78510000
chr16	78530000	79210000
chr16	79230000	79510000
chr16	79530000	79730000
chr16	79750000	79850000
chr16	79870000	80410000
chr17	810000	1870000
chr17	1890000	2790000
chr17	2810000	3170000
chr17	3190000	3850000
chr17	3870000	4290000
chr17	4310000	4890000
chr17	4910000	5270000
chr17	5290000	5970000
chr17	5990000	6470000
chr17	6490000	6790000
chr17	6810000	7550000
chr17	7570000	7890000
chr17	7910000	8570000
chr17	8590000	10190000
chr17	10210000	10490000
chr17	10510000	11110000
chr17	11130000	12090000
chr17	12110000	12670000
chr17	12690000	13150000
chr17	13170000	14030000
chr17	14050000	14330000
chr17	14350000	14730000
chr17	14750000	15730000
chr17	15750000	16610000
chr17	16630000	16910000
chr17	16930000	17350000
chr17	17370000	18030000
chr17	18050000	18590000
chr17	18610000	18950000
chr17	18970000	19470000
chr17	19490000	19810000
chr17	19830000	20290000
chr17	20310000	21050000
chr17	21070000	22390000
chr17	22410000	23230000
chr17	23250000	23750000
chr17	23770000	25090000
chr17	25110000	25490000
chr17	25510000	26010000
chr17	26030000	26650000
chr17	26670000	27330000
chr17	27350000	28430000
chr17	28450000	29610000
chr17	29630000	30090000
chr17	30110000	30530000
chr17	30550000	31110000
chr17	31130000	31990000
chr17	32010000	32530000
chr17	32550000	33170000
chr17	33190000	33490000
chr17	33510000	34710000
chr17	34730000	35070000
chr17	35090000	35790000
chr17	35810000	36230000
chr17	36250000	36930000
chr17	36950000	38150000
chr17	38170000	39190000
chr17	39210000	39510000
chr17	39530000	40330000
chr17	40350000	40690000
chr17	40710000	41030000
chr17	41050000	41990000
chr17	42010000	42530000
chr17	42550000	43330000
chr17	43350000	43910000
chr17	43930000	44410000
chr17	44430000	45230000
chr17	45250000	45750000
chr17	45770000	46350000
chr17	46370000	46650000
chr17	46670000	47070000
chr17	47090000	48090000
chr17	48110000	48930000
chr17	48950000	50710000
chr17	50730000	51410000
chr17	51430000	51710000
chr17	51730000	52010000
chr17	52030000	52330000
chr17	52350000	52850000
chr17	52870000	53090000
chr17	53110000	53430000
chr17	53450000	53870000
chr17	53890000	54330000
chr17	54350000	54690000
chr17	54710000	55070000
chr17	55090000	55470000
chr17	55490000	55750000
chr17	55770000	56330000
chr17	56350000	56790000
chr17	56810000	57310000
chr17	57330000	57890000
chr17	57910000	58270000
chr17	58290000	58930000
chr17	58950000	60130000
chr17	60150000	60630000
chr17	60650000	61010000
chr17	61030000	61370000
chr17	61390000	61790000
chr17	61810000	62070000
chr17	62090000	62470000
chr17	62490000	63290000
chr17	63310000	63730000
chr17	63750000	63970000
chr17	63990000	64390000
chr17	64410000	65550000
chr17	65570000	66050000
chr17	66070000	66310000
chr17	66330000	67270000
chr17	67290000	67910000
chr17	67930000	68230000
chr17	68250000	68570000
chr17	68590000	69130000
chr17	69150000	69550000
chr17	69570000	70170000
chr17	70190000	70710000
chr17	70730000	70910000
chr17	70930000	71050000
chr17	71070000	71950000
chr17	71970000	72090000
chr17	72110000	72550000
chr18	1410000	1790000
chr18	1810000	2150000
chr18	2170000	2550000
chr18	2570000	2930000
chr18	2950000	3850000
chr18	3870000	4390000
chr18	4410000	4870000
chr18	4890000	5230000
chr18	5250000	5790000
chr18	5810000	6510000
chr18	6530000	7310000
chr18	7330000	7690000
chr18	7710000	8330000
chr18	8350000	8790000
chr18	8810000	10210000
chr18	10230000	10710000
chr18	10730000	11130000
chr18	11150000	11730000
chr18	11750000	11950000
chr18	11970000	12350000
chr18	12370000	12970000
chr18	12990000	13250000
chr18	13270000	13350000
chr18	13370000	13810000
chr18	13830000	14290000
chr18	14310000	14530000
chr18	14550000	14770000
chr18	14790000	15350000
chr18	15370000	15490000
chr18	15510000	16090000
chr18	16110000	16570000
chr18	16590000	17070000
chr18	17090000	17850000
chr18	17870000	18430000
chr18	18450000	18750000
chr18	18770000	19230000
chr18	19250000	20230000
chr18	20250000	20490000
chr18	20510000	21510000
chr18	21530000	21850000
chr18	21870000	22590000
chr18	22610000	23270000
chr18	23290000	23670000
chr18	23690000	24190000
chr18	24210000	24810000
chr18	24830000	25230000
chr18	25250000	25510000
chr18	25530000	25810000
chr18	25830000	26030000
chr18	26050000	26510000
chr18	26530000	26970000
chr18	26990000	27830000
chr18	27850000	28450000
chr18	28470000	29850000
chr18	29870000	31090000
chr18	31110000	32190000
chr18	32210000	32770000
chr18	32790000	33490000
chr18	33510000	34070000
chr18	34090000	34470000
chr18	34490000	34850000
chr18	34870000	35070000
chr18	35090000	35610000
chr18	35630000	35850000
chr18	35870000	36130000
chr18	36150000	36470000
chr18	36490000	36830000
chr18	36850000	36990000
chr18	37010000	37930000
chr18	37950000	39010000
chr18	39030000	39370000
chr18	39390000	39670000
chr18	39690000	40210000
chr18	40230000	41170000
chr18	41190000	41890000
chr18	41910000	42850000
chr18	42870000	43330000
chr18	43350000	43590000
chr18	43610000	43850000
chr18	43870000	44150000
chr18	44170000	44910000
chr18	44930000	45690000
chr18	45710000	46190000
chr18	46210000	46830000
chr18	46850000	47710000
chr18	47730000	48030000
chr18	48050000	48190000
chr18	48210000	48630000
chr18	48650000	49150000
chr18	49170000	49510000
chr18	49530000	49930000
chr18	49950000	50070000
chr18	50090000	50370000
chr18	50390000	50610000
chr18	50630000	50750000
chr18	50770000	51250000
chr18	51270000	51350000
chr18	51370000	51730000
chr18	51750000	52290000
chr18	52310000	52610000
chr18	52630000	52990000
chr18	53010000	53390000
chr18	53410000	53510000
chr18	53530000	53710000
chr18	53730000	54270000
chr18	54290000	54710000
chr18	54730000	55010000
chr18	55030000	55270000
chr18	55290000	56190000
chr18	56210000	56530000
chr18	56550000	57070000
chr18	57090000	57770000
chr18	57790000	58130000
chr18	58150000	58790000
chr18	58810000	58990000
chr18	59010000	59410000
chr18	59430000	59910000
chr18	59930000	60270000
chr18	60290000	60710000
chr18	60730000	61490000
chr18	61510000	61850000
chr18	61870000	62350000
chr18	62370000	62870000
chr18	62890000	63230000
chr18	63250000	63450000
chr18	63470000	63750000
chr18	63770000	63890000
chr18	63910000	64330000
chr18	64350000	64850000
chr18	64870000	65330000
chr19	1630000	2230000
chr19	2250000	2730000
chr19	2750000	3810000
chr19	3830000	4190000
chr19	4210000	5070000
chr19	5090000	5730000
chr19	5750000	6050000
chr19	6070000	6590000
chr19	6610000	7270000
chr19	7290000	7630000
chr19	7650000	7810000
chr19	7830000	8650000
chr19	8670000	8950000
chr19	8970000	9230000
chr19	9250000	10150000
chr19	10170000	10870000
chr19	10890000	11210000
chr19	11230000	11470000
chr19	11490000	12290000
chr19	12310000	12910000
chr19	12930000	13470000
chr19	13490000	13770000
chr19	13790000	14150000
chr19	14170000	14530000
chr19	14550000	14950000
chr19	14970000	15750000
chr19	15770000	15990000
chr19	16010000	16470000
chr19	16490000	17250000
chr19	17270000	17770000
chr19	17790000	18190000
chr19	18210000	18610000
chr19	18630000	19010000
chr19	19030000	19490000
chr19	19510000	19830000
chr19	19850000	20030000
chr19	20050000	20310000
chr19	20330000	20610000
chr19	20630000	20830000
chr19	20850000	21190000
chr19	21210000	21330000
chr19	21350000	21630000
chr19	21650000	21830000
chr19	21850000	22070000
chr19	22090000	22650000
chr19	22670000	23050000
chr19	23070000	23330000
chr19	23350000	23650000
chr19	23670000	24370000
